NU_COMP_ALUNO;TX_RESP_Q004_B;TX_RESP_Q004_C;TX_RESP_Q004_E;TX_RESP_Q004_F;TX_RESP_Q004_H;TX_RESP_Q013_B;TX_RESP_Q013_C;TX_RESP_Q014_C;TX_RESP_Q018_B;TX_RESP_Q019_D;TX_RESP_Q019_F;TX_RESP_Q036_C;TX_RESP_Q040_C;TX_RESP_Q041_B;TX_RESP_Q041_C;TX_RESP_Q042_B;TX_RESP_Q042_C;TX_RESP_Q043_A;TX_RESP_Q060_A
0.5368421052631579;0.14285714285714285;0.06593406593406594;0.1388888888888889;0.09302325581395349;0.16129032258064516;0.01984126984126984;0.018867924528301886;0.03910614525139665;0.11764705882352941;0.1590909090909091;0.0;0.03597122302158273;0.017543859649122806;0.1276595744680851;0.11627906976744186;0.14545454545454545;0.058823529411764705;0.20472440944881892;0.0748663101604278
0.19999999999999998;0.0;0.14285714285714285;0.18055555555555555;0.23255813953488372;0.29032258064516125;0.12301587301587301;0.07547169811320754;0.0782122905027933;0.23529411764705882;0.13636363636363635;0.10714285714285714;0.16546762589928057;0.05263157894736842;0.1843971631205674;0.3023255813953488;0.19999999999999998;0.1764705882352941;0.28346456692913385;0.1229946524064171
0.34736842105263155;0.14285714285714285;0.08424908424908426;0.2222222222222222;0.0;0.1935483870967742;0.03968253968253968;0.018867924528301886;0.09497206703910614;0.18823529411764706;0.19318181818181818;0.03571428571428571;0.06474820143884892;0.05263157894736842;0.19148936170212766;0.11627906976744186;0.21818181818181817;0.058823529411764705;0.2204724409448819;0.1229946524064171
0.09473684210526316;0.07142857142857142;0.11721611721611722;0.41666666666666663;0.23255813953488372;0.0;0.16269841269841268;0.1509433962264151;0.2737430167597765;0.10588235294117647;0.23863636363636365;0.05952380952380952;0.14388489208633093;0.17543859649122806;0.2907801418439716;0.4418604651162791;0.12727272727272726;0.1764705882352941;0.19685039370078738;0.053475935828877004
0.3157894736842105;0.0;0.08058608058608059;0.2638888888888889;0.27906976744186046;0.3225806451612903;0.051587301587301584;0.03773584905660377;0.10614525139664804;0.29411764705882354;0.125;0.011904761904761904;0.07913669064748202;0.03508771929824561;0.24113475177304963;0.5116279069767442;0.2545454545454545;0.1764705882352941;0.2125984251968504;0.1497326203208556
0.21052631578947367;0.0;0.0989010989010989;0.3611111111111111;0.3953488372093023;0.3548387096774194;0.19047619047619047;0.05660377358490566;0.31843575418994413;0.38823529411764707;0.29545454545454547;0.07142857142857142;0.22302158273381295;0.12280701754385964;0.3404255319148936;0.4883720930232558;0.3090909090909091;0.4117647058823529;0.25984251968503935;0.0962566844919786
0.12631578947368421;0.0;0.029304029304029304;0.16666666666666666;0.13953488372093023;0.29032258064516125;0.07142857142857142;0.018867924528301886;0.0893854748603352;0.16470588235294117;0.13636363636363635;0.011904761904761904;0.02877697841726619;0.07017543859649122;0.16312056737588654;0.3023255813953488;0.14545454545454545;0.5882352941176471;0.12598425196850394;0.058823529411764705
0.0;0.07142857142857142;0.018315018315018316;0.1111111111111111;0.0;0.03225806451612903;0.031746031746031744;0.018867924528301886;0.0446927374301676;0.03529411764705882;0.022727272727272728;0.0;0.02158273381294964;0.017543859649122806;0.06382978723404256;0.023255813953488372;0.03636363636363636;0.058823529411764705;0.047244094488188976;0.0053475935828877
0.47368421052631576;0.21428571428571427;0.07692307692307693;0.25;0.13953488372093023;0.0967741935483871;0.09126984126984126;0.018867924528301886;0.09497206703910614;0.23529411764705882;0.18181818181818182;0.047619047619047616;0.05755395683453238;0.017543859649122806;0.24113475177304963;0.3023255813953488;0.2545454545454545;0.1764705882352941;0.19685039370078738;0.053475935828877004
0.17894736842105263;0.0;0.06593406593406594;0.20833333333333331;0.06976744186046512;0.3548387096774194;0.07142857142857142;0.05660377358490566;0.1229050279329609;0.2588235294117647;0.11363636363636365;0.03571428571428571;0.10071942446043167;0.017543859649122806;0.1347517730496454;0.20930232558139533;0.21818181818181817;0.29411764705882354;0.12598425196850394;0.0748663101604278
0.24210526315789474;0.07142857142857142;0.1684981684981685;0.3194444444444444;0.20930232558139533;0.25806451612903225;0.1984126984126984;0.09433962264150943;0.2681564245810056;0.38823529411764707;0.23863636363636365;0.09523809523809523;0.12949640287769784;0.17543859649122806;0.2127659574468085;0.37209302325581395;0.2909090909090909;0.3529411764705882;0.2913385826771654;0.06951871657754011
0.2736842105263158;0.07142857142857142;0.23076923076923078;0.5694444444444444;0.6046511627906976;0.4838709677419355;0.2976190476190476;0.16981132075471697;0.4916201117318436;0.5529411764705883;0.4772727272727273;0.08333333333333333;0.3956834532374101;0.40350877192982454;0.4893617021276595;0.8837209302325582;0.6;0.5882352941176471;0.4409448818897638;0.25133689839572193
0.21052631578947367;0.14285714285714285;0.14285714285714285;0.3333333333333333;0.046511627906976744;0.06451612903225806;0.07142857142857142;0.05660377358490566;0.18435754189944134;0.21176470588235294;0.20454545454545456;0.11904761904761904;0.16546762589928057;0.08771929824561403;0.14893617021276595;0.23255813953488372;0.21818181818181817;0.29411764705882354;0.33070866141732286;0.11764705882352941
0.12631578947368421;0.07142857142857142;0.11721611721611722;0.1111111111111111;0.11627906976744186;0.03225806451612903;0.08333333333333333;0.018867924528301886;0.1005586592178771;0.11764705882352941;0.125;0.09523809523809523;0.1366906474820144;0.0;0.10638297872340424;0.13953488372093023;0.05454545454545454;0.058823529411764705;0.18110236220472442;0.058823529411764705
0.18947368421052632;0.0;0.15384615384615385;0.16666666666666666;0.16279069767441862;0.29032258064516125;0.12698412698412698;0.018867924528301886;0.0670391061452514;0.2823529411764706;0.045454545454545456;0.05952380952380952;0.1510791366906475;0.0;0.2127659574468085;0.16279069767441862;0.2727272727272727;0.23529411764705882;0.4015748031496063;0.2299465240641711
0.15789473684210525;0.14285714285714285;0.09523809523809523;0.3611111111111111;0.3023255813953488;0.5483870967741935;0.14285714285714285;0.09433962264150943;0.09497206703910614;0.3411764705882353;0.11363636363636365;0.05952380952380952;0.11510791366906475;0.03508771929824561;0.35460992907801414;0.3488372093023256;0.3818181818181818;0.23529411764705882;0.2755905511811024;0.13903743315508021
0.15789473684210525;0.0;0.20146520146520147;0.3194444444444444;0.046511627906976744;0.0967741935483871;0.09523809523809523;0.05660377358490566;0.1452513966480447;0.16470588235294117;0.19318181818181818;0.14285714285714285;0.19424460431654678;0.017543859649122806;0.2624113475177305;0.3023255813953488;0.10909090909090909;0.1764705882352941;0.2913385826771654;0.1550802139037433
0.14736842105263157;0.0;0.021978021978021976;0.041666666666666664;0.0;0.0;0.007936507936507936;0.0;0.00558659217877095;0.058823529411764705;0.06818181818181818;0.0;0.02158273381294964;0.0;0.0070921985815602835;0.0;0.01818181818181818;0.0;0.023622047244094488;0.026737967914438502
0.2631578947368421;0.07142857142857142;0.08058608058608059;0.08333333333333333;0.0;0.06451612903225806;0.05555555555555555;0.03773584905660377;0.06145251396648045;0.15294117647058825;0.06818181818181818;0.14285714285714285;0.09352517985611511;0.10526315789473684;0.03546099290780142;0.046511627906976744;0.09090909090909091;0.11764705882352941;0.11023622047244094;0.0641711229946524
0.16842105263157894;0.3571428571428571;0.15384615384615385;0.2638888888888889;0.2558139534883721;0.29032258064516125;0.11507936507936507;0.07547169811320754;0.08379888268156425;0.29411764705882354;0.18181818181818182;0.03571428571428571;0.1366906474820144;0.05263157894736842;0.2127659574468085;0.27906976744186046;0.32727272727272727;0.47058823529411764;0.4015748031496063;0.11764705882352941
0.1368421052631579;0.0;0.054945054945054944;0.15277777777777776;0.06976744186046512;0.0967741935483871;0.015873015873015872;0.018867924528301886;0.03910614525139665;0.10588235294117647;0.0;0.011904761904761904;0.04316546762589928;0.0;0.06382978723404256;0.046511627906976744;0.16363636363636364;0.1764705882352941;0.10236220472440945;0.0374331550802139
0.1368421052631579;0.07142857142857142;0.08058608058608059;0.1111111111111111;0.11627906976744186;0.0;0.08333333333333333;0.0;0.07262569832402235;0.12941176470588234;0.07954545454545454;0.09523809523809523;0.08633093525179857;0.05263157894736842;0.16312056737588654;0.09302325581395349;0.12727272727272726;0.058823529411764705;0.05511811023622047;0.0481283422459893
0.10526315789473684;0.0;0.02564102564102564;0.027777777777777776;0.046511627906976744;0.0967741935483871;0.01984126984126984;0.0;0.00558659217877095;0.08235294117647059;0.011363636363636364;0.011904761904761904;0.007194244604316547;0.0;0.021276595744680847;0.046511627906976744;0.07272727272727272;0.11764705882352941;0.031496062992125984;0.0427807486631016
0.21052631578947367;0.14285714285714285;0.03296703296703297;0.08333333333333333;0.11627906976744186;0.12903225806451613;0.08333333333333333;0.05660377358490566;0.0223463687150838;0.03529411764705882;0.09090909090909091;0.011904761904761904;0.02877697841726619;0.08771929824561403;0.07092198581560283;0.06976744186046512;0.03636363636363636;0.23529411764705882;0.07086614173228346;0.0748663101604278
0.18947368421052632;0.0;0.21245421245421245;0.2777777777777778;0.27906976744186046;0.16129032258064516;0.17063492063492064;0.09433962264150943;0.18435754189944134;0.3058823529411765;0.38636363636363635;0.16666666666666666;0.22302158273381295;0.05263157894736842;0.2695035460992907;0.11627906976744186;0.2545454545454545;0.23529411764705882;0.3779527559055118;0.13903743315508021
0.3263157894736842;0.07142857142857142;0.32967032967032966;0.5555555555555556;0.20930232558139533;0.12903225806451613;0.4206349206349206;0.20754716981132074;0.38547486033519557;0.2588235294117647;0.46590909090909094;0.23809523809523808;0.3165467625899281;0.2982456140350877;0.43971631205673756;0.37209302325581395;0.32727272727272727;0.3529411764705882;0.4409448818897638;0.1925133689839572
0.23157894736842105;0.07142857142857142;0.16117216117216118;0.4722222222222222;0.4418604651162791;0.22580645161290322;0.25;0.09433962264150943;0.1675977653631285;0.2823529411764706;0.2840909090909091;0.08333333333333333;0.22302158273381295;0.08771929824561403;0.39007092198581556;0.4883720930232558;0.3090909090909091;0.29411764705882354;0.5118110236220472;0.2887700534759358
0.18947368421052632;0.07142857142857142;0.05860805860805861;0.16666666666666666;0.13953488372093023;0.03225806451612903;0.07539682539682539;0.03773584905660377;0.0558659217877095;0.09411764705882353;0.07954545454545454;0.0;0.05755395683453238;0.10526315789473684;0.14184397163120568;0.11627906976744186;0.01818181818181818;0.058823529411764705;0.13385826771653542;0.1336898395721925
0.23157894736842105;0.42857142857142855;0.21245421245421245;0.40277777777777773;0.27906976744186046;0.5806451612903225;0.1746031746031746;0.11320754716981132;0.3240223463687151;0.43529411764705883;0.3522727272727273;0.21428571428571427;0.20863309352517986;0.19298245614035087;0.47517730496453897;0.3953488372093023;0.4909090909090909;0.5294117647058824;0.44881889763779526;0.1550802139037433
0.24210526315789474;0.7857142857142857;0.1978021978021978;0.1111111111111111;0.13953488372093023;0.0967741935483871;0.16666666666666666;0.09433962264150943;0.0893854748603352;0.12941176470588234;0.19318181818181818;0.08333333333333333;0.12949640287769784;0.03508771929824561;0.23404255319148937;0.27906976744186046;0.07272727272727272;0.11764705882352941;0.13385826771653542;0.2032085561497326
0.09473684210526316;0.9285714285714285;0.05128205128205128;0.16666666666666666;0.13953488372093023;0.0;0.07936507936507936;0.05660377358490566;0.0446927374301676;0.058823529411764705;0.03409090909090909;0.03571428571428571;0.10071942446043167;0.0;0.14893617021276595;0.18604651162790697;0.07272727272727272;0.0;0.05511811023622047;0.0641711229946524
0.010526315789473684;0.14285714285714285;0.17216117216117216;0.3194444444444444;0.27906976744186046;0.1935483870967742;0.10317460317460317;0.03773584905660377;0.1340782122905028;0.1764705882352941;0.26136363636363635;0.13095238095238093;0.15827338129496404;0.08771929824561403;0.34751773049645385;0.3953488372093023;0.2545454545454545;0.1764705882352941;0.5984251968503937;0.1229946524064171
0.49473684210526314;0.14285714285714285;0.34065934065934067;0.5555555555555556;0.3023255813953488;0.4838709677419355;0.2698412698412698;0.05660377358490566;0.3240223463687151;0.38823529411764707;0.34090909090909094;0.21428571428571427;0.3956834532374101;0.2982456140350877;0.5177304964539007;0.6976744186046512;0.34545454545454546;0.29411764705882354;0.7480314960629921;0.4117647058823529
0.07368421052631578;0.0;0.014652014652014652;0.06944444444444445;0.0;0.0;0.03571428571428571;0.0;0.0223463687150838;0.03529411764705882;0.022727272727272728;0.0;0.014388489208633094;0.0;0.0425531914893617;0.0;0.0;0.11764705882352941;0.031496062992125984;0.0213903743315508
0.25263157894736843;0.07142857142857142;0.30036630036630035;0.5833333333333333;0.41860465116279066;0.45161290322580644;0.21428571428571427;0.07547169811320754;0.5083798882681564;0.4823529411764706;0.4318181818181818;0.15476190476190477;0.30935251798561153;0.07017543859649122;0.4964539007092198;0.627906976744186;0.2545454545454545;0.4117647058823529;0.6377952755905512;0.1443850267379679
0.4105263157894737;0.0;0.25274725274725274;0.4305555555555555;0.3488372093023256;0.1935483870967742;0.20238095238095238;0.07547169811320754;0.41899441340782123;0.43529411764705883;0.3181818181818182;0.05952380952380952;0.30935251798561153;0.0;0.326241134751773;0.3488372093023256;0.18181818181818182;0.29411764705882354;0.4173228346456693;0.1978609625668449
0.3157894736842105;0.07142857142857142;0.1575091575091575;0.1111111111111111;0.06976744186046512;0.06451612903225806;0.051587301587301584;0.03773584905660377;0.07262569832402235;0.12941176470588234;0.11363636363636365;0.05952380952380952;0.10071942446043167;0.05263157894736842;0.1276595744680851;0.16279069767441862;0.09090909090909091;0.23529411764705882;0.22834645669291337;0.058823529411764705
0.15789473684210525;0.0;0.0989010989010989;0.05555555555555555;0.09302325581395349;0.0;0.04365079365079365;0.018867924528301886;0.0782122905027933;0.09411764705882353;0.07954545454545454;0.023809523809523808;0.09352517985611511;0.017543859649122806;0.09219858156028368;0.046511627906976744;0.05454545454545454;0.11764705882352941;0.14960629921259844;0.0320855614973262
1.0;0.07142857142857142;0.3333333333333333;0.875;1.0;1.0;0.2579365079365079;0.11320754716981132;0.22905027932960895;1.0;0.5681818181818182;0.16666666666666666;0.2949640287769784;0.03508771929824561;1.0;0.6976744186046512;1.0;0.7647058823529411;1.0;0.1925133689839572
0.17894736842105263;0.07142857142857142;0.16117216117216118;0.2777777777777778;0.3023255813953488;0.0967741935483871;0.12698412698412698;0.1320754716981132;0.1229050279329609;0.16470588235294117;0.2272727272727273;0.07142857142857142;0.1223021582733813;0.03508771929824561;0.2624113475177305;0.20930232558139533;0.18181818181818182;0.11764705882352941;0.3937007874015748;0.1711229946524064
0.15789473684210525;0.07142857142857142;0.15018315018315018;0.16666666666666666;0.18604651162790697;0.0;0.15476190476190477;0.1509433962264151;0.12849162011173185;0.10588235294117647;0.14772727272727273;0.09523809523809523;0.1223021582733813;0.15789473684210525;0.2127659574468085;0.13953488372093023;0.03636363636363636;0.11764705882352941;0.2204724409448819;0.1925133689839572
0.39999999999999997;0.0;0.2783882783882784;0.3194444444444444;0.23255813953488372;0.5161290322580645;0.19444444444444442;0.1320754716981132;0.2681564245810056;0.3176470588235294;0.34090909090909094;0.17857142857142855;0.3165467625899281;0.15789473684210525;0.43971631205673756;0.23255813953488372;0.34545454545454546;0.47058823529411764;0.5511811023622047;0.18716577540106952
0.30526315789473685;0.07142857142857142;0.16483516483516483;0.2638888888888889;0.2558139534883721;0.22580645161290322;0.11507936507936507;0.16981132075471697;0.21787709497206706;0.21176470588235294;0.2840909090909091;0.023809523809523808;0.1510791366906475;0.017543859649122806;0.14184397163120568;0.3953488372093023;0.2909090909090909;0.058823529411764705;0.5039370078740157;0.1711229946524064
0.07368421052631578;0.0;0.040293040293040296;0.09722222222222221;0.046511627906976744;0.03225806451612903;0.023809523809523808;0.0;0.0335195530726257;0.0;0.03409090909090909;0.011904761904761904;0.06474820143884892;0.0;0.07801418439716312;0.09302325581395349;0.03636363636363636;0.058823529411764705;0.14173228346456695;0.08021390374331551
0.6526315789473685;0.0;0.05128205128205128;0.18055555555555555;0.06976744186046512;0.06451612903225806;0.0;0.018867924528301886;0.05027932960893855;0.10588235294117647;0.03409090909090909;0.0;0.08633093525179857;0.0;0.16312056737588654;0.13953488372093023;0.12727272727272726;0.0;0.28346456692913385;0.0320855614973262
0.12631578947368421;0.07142857142857142;0.0695970695970696;0.1111111111111111;0.023255813953488372;0.0;0.03571428571428571;0.0;0.05027932960893855;0.047058823529411764;0.10227272727272728;0.011904761904761904;0.07194244604316546;0.05263157894736842;0.11347517730496454;0.023255813953488372;0.0;0.0;0.15748031496062992;0.16042780748663102
0.43157894736842106;0.7857142857142857;0.336996336996337;0.3055555555555555;0.23255813953488372;0.03225806451612903;0.28174603174603174;0.20754716981132074;0.2569832402234637;0.3176470588235294;0.36363636363636365;0.30952380952380953;0.33093525179856115;0.22807017543859648;0.3049645390070922;0.23255813953488372;0.23636363636363636;0.058823529411764705;0.4881889763779528;0.2032085561497326
0.7684210526315789;0.14285714285714285;0.304029304029304;0.5694444444444444;0.4883720930232558;0.12903225806451613;0.28174603174603174;0.16981132075471697;0.2905027932960894;0.5058823529411764;0.4431818181818182;0.14285714285714285;0.28057553956834536;0.15789473684210525;0.4964539007092198;0.3488372093023256;0.2909090909090909;0.23529411764705882;0.5590551181102362;0.3422459893048128
0.21052631578947367;0.14285714285714285;0.4065934065934066;0.4722222222222222;0.16279069767441862;0.0967741935483871;0.2976190476190476;0.22641509433962265;0.40782122905027934;0.3529411764705882;0.6022727272727273;0.3333333333333333;0.539568345323741;0.3684210526315789;0.43262411347517726;0.11627906976744186;0.21818181818181817;0.1764705882352941;0.44881889763779526;0.3796791443850267
0.4421052631578947;0.0;0.10256410256410256;0.20833333333333331;0.09302325581395349;0.0967741935483871;0.03968253968253968;0.0;0.06145251396648045;0.12941176470588234;0.09090909090909091;0.011904761904761904;0.11510791366906475;0.0;0.1702127659574468;0.046511627906976744;0.05454545454545454;0.11764705882352941;0.14960629921259844;0.1122994652406417
0.15789473684210525;0.14285714285714285;0.1684981684981685;0.3055555555555555;0.13953488372093023;0.29032258064516125;0.16269841269841268;0.11320754716981132;0.12849162011173185;0.2823529411764706;0.36363636363636365;0.14285714285714285;0.23741007194244607;0.15789473684210525;0.2553191489361702;0.20930232558139533;0.39999999999999997;0.47058823529411764;0.47244094488188976;0.1978609625668449
0.05263157894736842;0.07142857142857142;0.0695970695970696;0.25;0.13953488372093023;0.0967741935483871;0.07936507936507936;0.07547169811320754;0.05027932960893855;0.08235294117647059;0.13636363636363635;0.07142857142857142;0.10071942446043167;0.0;0.14184397163120568;0.09302325581395349;0.05454545454545454;0.058823529411764705;0.07874015748031496;0.1122994652406417
0.39999999999999997;0.2857142857142857;0.047619047619047616;0.15277777777777776;0.11627906976744186;0.06451612903225806;0.03571428571428571;0.018867924528301886;0.0446927374301676;0.08235294117647059;0.09090909090909091;0.03571428571428571;0.05755395683453238;0.03508771929824561;0.15602836879432624;0.09302325581395349;0.05454545454545454;0.058823529411764705;0.11811023622047244;0.1229946524064171
0.05263157894736842;0.2857142857142857;0.21245421245421245;0.2222222222222222;0.16279069767441862;0.0;0.15476190476190477;0.11320754716981132;0.1340782122905028;0.21176470588235294;0.18181818181818182;0.09523809523809523;0.21582733812949642;0.03508771929824561;0.15602836879432624;0.18604651162790697;0.09090909090909091;0.11764705882352941;0.1889763779527559;0.1283422459893048
0.12631578947368421;0.42857142857142855;0.1575091575091575;0.3472222222222222;0.20930232558139533;0.12903225806451613;0.14285714285714285;0.07547169811320754;0.09497206703910614;0.12941176470588234;0.17045454545454547;0.08333333333333333;0.1223021582733813;0.12280701754385964;0.3404255319148936;0.20930232558139533;0.10909090909090909;0.058823529411764705;0.20472440944881892;0.1283422459893048
0.21052631578947367;0.2857142857142857;0.1391941391941392;0.2361111111111111;0.23255813953488372;0.0967741935483871;0.1388888888888889;0.18867924528301885;0.1229050279329609;0.22352941176470587;0.13636363636363635;0.14285714285714285;0.12949640287769784;0.07017543859649122;0.2978723404255319;0.20930232558139533;0.21818181818181817;0.1764705882352941;0.2125984251968504;0.1497326203208556
0.2736842105263158;0.0;0.1684981684981685;0.2361111111111111;0.11627906976744186;0.22580645161290322;0.11904761904761904;0.03773584905660377;0.06145251396648045;0.15294117647058825;0.23863636363636365;0.11904761904761904;0.1798561151079137;0.05263157894736842;0.12056737588652483;0.23255813953488372;0.10909090909090909;0.11764705882352941;0.14173228346456695;0.1122994652406417
0.10526315789473684;0.07142857142857142;0.13553113553113552;0.125;0.09302325581395349;0.12903225806451613;0.07936507936507936;0.0;0.1229050279329609;0.18823529411764706;0.07954545454545454;0.023809523809523808;0.07913669064748202;0.05263157894736842;0.14893617021276595;0.046511627906976744;0.16363636363636364;0.11764705882352941;0.25196850393700787;0.1016042780748663
0.19999999999999998;0.14285714285714285;0.13186813186813187;0.1111111111111111;0.06976744186046512;0.0967741935483871;0.07936507936507936;0.018867924528301886;0.10614525139664804;0.058823529411764705;0.11363636363636365;0.09523809523809523;0.10071942446043167;0.03508771929824561;0.12056737588652483;0.13953488372093023;0.10909090909090909;0.058823529411764705;0.25984251968503935;0.08021390374331551
0.2736842105263158;0.07142857142857142;0.4249084249084249;0.7916666666666666;0.4883720930232558;0.5806451612903225;0.22619047619047616;0.1509433962264151;0.48603351955307267;0.5647058823529412;0.6818181818181819;0.11904761904761904;0.3597122302158274;0.2982456140350877;0.5957446808510638;1.0;0.4727272727272727;0.4117647058823529;0.5511811023622047;0.41711229946524064
0.2631578947368421;0.0;0.14285714285714285;0.2361111111111111;0.046511627906976744;0.22580645161290322;0.0873015873015873;0.07547169811320754;0.2737430167597765;0.11764705882352941;0.29545454545454547;0.047619047619047616;0.12949640287769784;0.12280701754385964;0.1276595744680851;0.3488372093023256;0.14545454545454545;0.1764705882352941;0.18110236220472442;0.1336898395721925
0.21052631578947367;0.0;0.14652014652014653;0.3055555555555555;0.23255813953488372;0.3548387096774194;0.13095238095238093;0.03773584905660377;0.223463687150838;0.3058823529411765;0.29545454545454547;0.03571428571428571;0.1798561151079137;0.03508771929824561;0.24113475177304963;0.3488372093023256;0.14545454545454545;0.4117647058823529;0.25984251968503935;0.2245989304812834
0.28421052631578947;0.0;0.1282051282051282;0.1111111111111111;0.023255813953488372;0.06451612903225806;0.07539682539682539;0.05660377358490566;0.1452513966480447;0.09411764705882353;0.11363636363636365;0.047619047619047616;0.08633093525179857;0.07017543859649122;0.05673758865248226;0.09302325581395349;0.03636363636363636;0.11764705882352941;0.03937007874015748;0.06951871657754011
0.2631578947368421;0.21428571428571427;0.1684981684981685;0.08333333333333333;0.06976744186046512;0.22580645161290322;0.10714285714285714;0.09433962264150943;0.06145251396648045;0.16470588235294117;0.07954545454545454;0.14285714285714285;0.14388489208633093;0.07017543859649122;0.05673758865248226;0.023255813953488372;0.16363636363636364;0.058823529411764705;0.1889763779527559;0.0909090909090909
0.21052631578947367;0.07142857142857142;0.08424908424908426;0.09722222222222221;0.023255813953488372;0.4838709677419355;0.08333333333333333;0.03773584905660377;0.07262569832402235;0.16470588235294117;0.2727272727272727;0.03571428571428571;0.07913669064748202;0.03508771929824561;0.08510638297872342;0.06976744186046512;0.19999999999999998;0.23529411764705882;0.17322834645669294;0.10695187165775401
